"REF_DATE","GEO","DGUID","Age at time of death","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-10-26","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","30","","","","0"
"2019-11-02","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2019-11-09","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","35","","","","0"
"2019-11-16","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","40","","","","0"
"2019-11-23","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2019-11-30","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2019-12-07","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","35","","","","0"
"2019-12-14","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","25","","","","0"
"2019-12-21","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","40","","","","0"
"2019-12-28","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","25","","","","0"
"2020-01-04","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","40","","","","0"
"2020-01-11","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","35","","","","0"
"2020-01-18","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2020-01-25","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2020-02-01","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2020-02-08","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","40","","","","0"
"2020-02-15","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","35","","","","0"
"2020-02-22","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","40","","","","0"
"2020-02-29","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2020-03-07","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","40","","","","0"
"2020-03-14","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","30","","","","0"
"2020-03-21","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","40","","","","0"
"2020-03-28","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2020-04-04","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","35","","","","0"
"2020-04-11","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2020-04-18","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","40","","","","0"
"2020-04-25","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","40","","","","0"
"2020-05-02","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","35","","","","0"
"2020-05-09","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2020-05-16","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2020-05-23","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2020-05-30","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2020-06-06","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2020-06-13","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2020-06-20","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","60","","","","0"
"2020-06-27","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","60","","","","0"
"2020-07-04","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2020-07-11","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","60","","","","0"
"2020-07-18","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2020-07-25","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2020-08-01","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","65","","","","0"
"2020-08-08","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2020-08-15","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2020-08-22","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","60","","","","0"
"2020-08-29","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","40","","","","0"
"2020-09-05","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2020-09-12","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","40","","","","0"
"2020-09-19","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2020-09-26","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2020-10-03","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","60","","","","0"
"2020-10-10","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2020-10-17","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2020-10-24","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2020-10-31","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2020-11-07","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","60","","","","0"
"2020-11-14","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2020-11-21","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2020-11-28","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2020-12-05","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2020-12-12","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2020-12-19","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2020-12-26","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2021-01-02","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","60","","","","0"
"2021-01-09","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2021-01-16","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2021-01-23","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","40","","","","0"
"2021-01-30","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2021-02-06","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","40","","","","0"
"2021-02-13","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2021-02-20","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2021-02-27","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2021-03-06","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2021-03-13","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2021-03-20","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","40","","","","0"
"2021-03-27","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2021-04-03","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2021-04-10","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2021-04-17","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2021-04-24","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","40","","","","0"
"2021-05-01","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","60","","","","0"
"2021-05-08","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2021-05-15","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","40","","","","0"
"2021-05-22","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2021-05-29","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2021-06-05","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","60","","","","0"
"2021-06-12","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","35","","","","0"
"2021-06-19","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2021-06-26","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","60","","","","0"
"2021-07-03","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","60","","","","0"
"2021-07-10","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","50","","","","0"
"2021-07-17","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","60","","","","0"
"2021-07-24","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2021-07-31","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","60","","","","0"
"2021-08-07","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2021-08-14","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","65","","","","0"
"2021-08-21","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","70","","","","0"
"2021-08-28","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","60","","","","0"
"2021-09-04","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","75","","","","0"
"2021-09-11","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2021-09-18","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2021-09-25","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","60","","","","0"
"2021-10-02","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2021-10-09","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","65","","","","0"
"2021-10-16","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","45","","","","0"
"2021-10-23","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2021-10-30","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","60","","","","0"
"2021-11-06","British Columbia, place of occurrence","2016A000259","Age at time of death, 0 to 44 years","Both sexes","Number of deaths","Number","223","units","0","v1161320474","11.2.1.1","55","","","","0"
"2015-03-14","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2015-03-21","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2015-03-28","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2015-04-04","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2015-04-11","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","95","","","","0"
"2015-04-18","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2015-04-25","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","95","","","","0"
"2015-05-02","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","125","","","","0"
"2015-05-09","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2015-05-16","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","115","","","","0"
"2015-05-23","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","95","","","","0"
"2015-05-30","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2015-06-06","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","110","","","","0"
"2015-06-13","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","120","","","","0"
"2015-06-20","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","90","","","","0"
"2015-06-27","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2015-07-04","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","95","","","","0"
"2015-07-11","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","90","","","","0"
"2015-07-18","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","95","","","","0"
"2015-07-25","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","90","","","","0"
"2015-08-01","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","95","","","","0"
"2015-08-08","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","95","","","","0"
"2015-08-15","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2015-08-22","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2015-08-29","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2015-09-05","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","120","","","","0"
"2015-09-12","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2015-09-19","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2015-09-26","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2015-10-03","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2015-10-10","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2015-10-17","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2015-10-24","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","95","","","","0"
"2015-10-31","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2015-11-07","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","95","","","","0"
"2015-11-14","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","100","","","","0"
"2015-11-21","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2015-11-28","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","110","","","","0"
"2015-12-05","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","110","","","","0"
"2015-12-12","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","110","","","","0"
"2015-12-19","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","90","","","","0"
"2015-12-26","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","110","","","","0"
"2016-01-02","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","130","","","","0"
"2016-01-09","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","135","","","","0"
"2016-01-16","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","105","","","","0"
"2016-01-23","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","95","","","","0"
"2016-01-30","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","115","","","","0"
"2016-02-06","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","110","","","","0"
"2016-02-13","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","115","","","","0"
"2016-02-20","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","110","","","","0"
"2016-02-27","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","115","","","","0"
"2016-03-05","British Columbia, place of occurrence","2016A000259","Age at time of death, 45 to 64 years","Both sexes","Number of deaths","Number","223","units","0","v1161320477","11.3.1.1","110","","","","0"
